time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.984429,-0.9985,0.7148,0.0837,1.231
5.002813,-1.2864,1.0557,0.6482,1.786
5.021536,-1.6058,1.4049,1.4466,2.578
5.039624,-2.2105,1.6735,2.5390,3.759
5.057825,-2.7597,2.0364,3.1547,4.660
5.076488,-2.7389,1.8001,3.2771,4.635
5.096265,-1.5051,0.8137,3.5438,3.935
5.113123,1.5774,-1.1469,3.8629,4.327
5.136908,2.6128,-1.0447,3.6637,4.620
5.149375,1.8323,-1.1853,4.2199,4.751
5.167788,-0.2243,-1.0771,4.4673,4.601
5.186436,-1.2537,-1.1301,4.0768,4.412
5.205210,-0.9274,-0.7517,2.0783,2.397
5.223336,0.5052,-1.0443,-0.3104,1.201
5.242246,3.0611,-1.4688,-2.0566,3.970
5.259333,4.6221,-1.5662,-2.4245,5.449
5.277967,3.0826,-1.1581,-2.4443,4.101
5.296266,1.3061,-1.2546,-1.2188,2.183
5.315308,-0.4810,-0.6255,-0.8664,1.172
5.333206,-1.5807,-0.1811,-0.6318,1.712
5.350782,-1.9127,0.3021,-0.7115,2.063
5.368920,-1.4920,0.5652,-1.3059,2.062
5.387760,-0.7442,0.5304,-1.8255,2.041
5.406519,-0.2297,0.3465,-2.2327,2.271
5.424623,0.1144,0.1910,-2.7364,2.745
5.442310,0.3568,0.0517,-3.2311,3.251
5.461903,0.4585,0.0035,-3.7333,3.761
5.479927,0.4335,0.0461,-4.1009,4.124
5.497902,0.5081,-0.0278,-4.1575,4.189
5.516545,0.7363,-0.2897,-3.9595,4.038
5.534016,1.0850,-0.2637,-3.6923,3.857
5.551994,0.9549,0.1524,-3.3436,3.481
5.570227,0.6511,0.4711,-2.6252,2.745
5.588897,0.0530,0.3529,-0.5141,0.626
5.607416,-0.4892,0.1760,1.9386,2.007
5.626834,-0.7382,0.5729,3.0406,3.181
5.645479,-0.7538,1.3175,3.0782,3.432
5.662973,-0.6827,1.9958,2.9254,3.607
5.680500,-0.7499,2.3275,2.9936,3.865
5.699213,-0.4836,2.2844,3.1714,3.938
5.717019,0.4883,1.7482,3.3142,3.779
5.793678,3.2593,-0.5867,3.5459,4.852
5.810750,1.4865,-0.6396,4.4654,4.750
5.829724,-0.8352,-1.9208,5.3747,5.768
5.849045,-2.3062,-2.2747,4.5738,5.605
5.865374,-1.9295,-1.6641,0.1000,2.550
5.883484,-1.3796,-1.5266,-1.8378,2.759
5.901763,-0.0111,-1.8883,-2.9746,3.523
5.920677,0.4254,-0.9805,-3.5616,3.718
5.938202,0.3004,-1.0884,-3.2187,3.411
5.957341,-0.6071,-0.2258,-2.8260,2.899
5.975417,-1.5721,0.5764,-2.4444,2.963
5.993310,-1.7654,0.7162,-1.4234,2.378
6.014933,-1.3728,0.6180,-0.6148,1.626
6.030004,-0.8284,0.4387,-0.2974,0.983
6.049138,-0.3621,0.3352,-0.6282,0.799
6.066638,-0.2088,0.3741,-1.9172,1.964
6.085236,0.0996,0.3753,-3.4496,3.471
6.103298,0.5624,0.2003,-4.7521,4.789
6.121917,1.1885,0.0040,-5.5864,5.711
6.140179,1.6811,-0.1323,-5.8598,6.098
6.158387,1.8163,-0.1130,-5.4959,5.789
6.176670,1.7178,-0.0071,-4.4938,4.811
6.194858,1.2402,0.0061,-2.9665,3.215
6.214931,0.5753,0.3086,-1.5218,1.656
6.232646,-0.1796,1.0240,-0.1710,1.054
6.249741,-1.6872,1.5053,1.9135,2.962
6.267911,-3.1330,1.6580,3.9003,5.270
6.286628,-3.5162,1.8435,4.7591,6.198
6.305029,-2.4294,1.9013,4.3532,5.335
6.323822,-0.9550,2.1015,3.6820,4.346
6.341254,-0.1089,2.3497,3.1880,3.962
6.359798,-0.0742,2.1968,3.3489,4.006
6.378112,-0.7071,2.1025,3.5580,4.193
6.396179,-1.2390,2.1745,3.4264,4.243
6.415246,-1.5451,1.1538,3.5479,4.038
6.432619,-0.2705,0.1161,3.2513,3.265
6.450963,2.3049,-0.9999,2.8508,3.800
6.469382,2.9242,-2.1730,2.8433,4.621
6.487917,2.2019,-2.8652,2.6363,4.473
6.505613,2.6540,-3.1008,1.3281,4.292
6.524124,3.5279,-3.0837,-0.2467,4.692
6.542292,3.6075,-2.6180,-1.3695,4.663
6.560936,3.5569,-2.0924,-1.4772,4.383
6.579841,2.8663,-1.5885,-1.8105,3.744
6.597950,2.2220,-1.6499,-1.1467,2.996
6.616280,1.3052,-1.0746,-0.8165,1.878
6.635096,0.9715,-0.8654,-0.2420,1.323
6.652281,0.8102,-0.6214,0.0752,1.024
