time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.083513,0.1806,-2.6011,-0.8939,2.756
4.098979,0.1614,-2.0117,-0.5344,2.088
4.116963,0.3122,-1.0041,-0.5448,1.184
4.135190,0.4665,-0.0786,-0.5495,0.725
4.152870,0.6255,0.5083,-0.0668,0.809
4.171739,0.2914,1.3229,0.1365,1.362
4.190031,-0.0453,3.0584,-0.1873,3.065
4.208424,0.1344,5.0584,0.1996,5.064
4.227367,0.7883,5.9296,0.6896,6.021
4.244945,0.3489,5.2421,1.7183,5.528
4.264257,-1.1959,4.8200,0.5867,5.001
4.281880,-1.5732,4.2784,-0.4214,4.578
4.300815,-0.2143,3.6776,-0.9305,3.800
4.317992,0.9191,3.1035,-1.3429,3.504
4.335682,0.2680,1.8402,-0.6969,1.986
4.354640,-0.9607,0.5586,-0.4576,1.202
4.372593,-1.1762,-0.3511,-0.9027,1.524
4.390556,-0.2603,-0.7649,-1.2019,1.448
4.409370,0.3605,-1.1903,-1.3184,1.812
4.427708,0.3184,-1.8083,-0.7898,1.999
4.447055,-0.5197,-2.5897,-0.4620,2.681
4.463971,-1.1460,-3.5158,0.0683,3.698
4.482508,-1.1617,-4.2705,0.8027,4.498
4.500503,-1.2221,-4.7358,1.3683,5.079
4.519058,-1.5127,-4.8889,1.3465,5.292
4.537262,-1.9916,-4.4503,0.8619,4.951
4.555500,-2.6026,-3.5990,-0.2147,4.447
4.573833,-1.4929,-2.5135,-0.0614,2.924
4.592122,0.3807,-2.3364,0.0992,2.369
4.610189,0.7803,-2.5862,-0.5741,2.762
4.629560,-0.7202,-2.5571,-0.6429,2.733
4.647217,-2.0521,-1.7717,-0.3750,2.737
4.666309,-1.7938,0.3955,0.6978,1.965
4.683411,0.0307,3.5271,-0.0235,3.527
4.702543,0.8089,6.0526,-0.1412,6.108
4.720134,1.1365,7.7028,0.3844,7.796
4.738417,2.6697,7.6823,1.9588,8.365
4.756858,2.1500,6.1618,2.0587,6.843
4.774879,0.1241,5.4242,-1.2021,5.557
4.793579,0.9629,4.8034,-2.2367,5.385
4.811881,2.1098,3.7275,-1.5026,4.539
4.831175,2.0055,2.3377,-1.2127,3.310
4.848670,1.2786,0.9535,-0.7109,1.746
4.866546,0.1375,-0.4339,-0.7444,0.872
4.884702,-0.5323,-1.6116,-0.6016,1.801
4.903122,-0.6526,-2.2885,-0.3656,2.408
4.921718,-0.5316,-2.8095,0.2560,2.871
4.939428,-0.7581,-3.5800,0.4926,3.692
4.957720,-1.0605,-4.5482,0.9168,4.759
4.976036,-1.4140,-5.2133,1.2045,5.534
4.994498,-1.4097,-4.8679,1.0268,5.171
5.012516,-0.6657,-3.8567,0.8071,3.996
5.031859,0.0634,-3.4997,0.5330,3.541
5.049358,0.9594,-3.0082,0.1838,3.163
5.067692,0.9191,-2.4898,-0.5702,2.715
5.085819,1.0027,-1.6107,-1.5072,2.423
5.104376,1.5226,-1.2987,-1.2067,2.337
5.122796,1.2540,-1.8676,-0.0376,2.250
5.140775,0.8887,-2.2595,1.2889,2.749
5.158712,-0.4170,-2.3631,0.7625,2.518
5.177502,-1.7567,-1.6045,-1.1140,2.627
5.197893,-1.6017,1.2323,-2.7159,3.385
5.214474,-0.9001,5.2442,-1.5943,5.555
5.232605,-0.2933,6.8452,1.2671,6.968
5.250715,0.1799,5.7232,4.7929,7.467
5.329717,2.1908,6.2462,-0.7041,6.657
5.348997,1.5122,5.0074,0.3268,5.241
5.365260,0.5695,2.8936,-0.5805,3.006
5.383543,-0.3420,0.8976,-1.1879,1.528
5.399632,-0.5065,-0.7620,-0.9303,1.305
5.415405,-0.1562,-1.3243,-0.5940,1.460
5.433560,-0.2527,-1.8702,-0.2100,1.899
5.451824,-0.5185,-2.2656,0.0072,2.324
5.470350,-0.6462,-2.7205,0.2452,2.807
5.488569,-0.7736,-2.9580,0.3640,3.079
5.507436,-0.9234,-3.3780,0.5633,3.547
5.525396,-0.8839,-3.9177,0.8684,4.109
5.543707,-0.9716,-4.3382,0.4872,4.472
5.562158,-1.2900,-4.2616,-0.7471,4.515
5.579846,-1.6426,-3.6648,-1.0460,4.150
5.598600,-1.9454,-3.1091,-0.1175,3.669
5.616928,-2.0340,-3.4892,0.6336,4.088
5.635593,-1.1378,-3.6690,0.5002,3.874
5.653138,0.8591,-2.9089,-0.1462,3.037
5.671378,1.4765,-0.9713,-1.1673,2.118
5.689795,0.3527,0.4329,-1.4541,1.558
5.708458,-0.9074,0.2677,-1.2966,1.605
5.726490,-0.5356,-0.2792,0.1967,0.635
5.744913,-0.0110,-0.3039,2.2222,2.243
5.763415,-0.6644,1.1700,0.6865,1.510
5.783280,-0.3834,3.8849,-2.1785,4.470
5.799759,0.6580,6.0620,-2.6334,6.642
5.818193,2.0308,6.8453,-1.1547,7.233
5.836561,2.8942,5.4464,2.3696,6.607
5.854622,1.2757,3.3846,2.4015,4.342
5.872974,-1.3936,2.3300,-1.7452,3.228
5.891193,-0.8669,2.1730,-3.4130,4.138
